,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Hauptstadtflughafen BER,Hauptstadtflughafen BER,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Nord-Osten,Nord-Osten,LOC,0.70000000,0.00000000,de,1.00000000,,607197,T,79.80000000,22.40000000,ARCTIC,Svalbard and Jan Mayen,ARO
Deutschlands</li><li,Deutschlands</li><li,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Nieselregen,Nieselregen,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
A1 krachen,A1 krachen,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Eisalarm,Eisalarm,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Glatteis-Crash,Glatteis-Crash,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Niederschläge,Niederschläge,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Loser,Loser,LOC,0.70000000,0.00000000,de,1.00000000,4543808-0,6702252,T,3.75640000,97.17370000,ASIA,Indonesia,SEA
Tauplitz,Tauplitz,LOC,0.70000000,0.00000000,de,1.00000000,4375051-5,7873508,A,47.58876000,14.01444000,EUROPE,Austria,WCE
Wintersportsaison,Wintersportsaison,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Oldenburg/Bremen,Oldenburg/Bremen,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Frankenwald,Frankenwald,LOC,0.00000000,0.00000000,de,1.00000000,4018117-0,2925544,T,50.30595000,11.57675000,EUROPE,Germany,WCE
Immobilieneigentümern,Immobilieneigentümern,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Energieversorgers Gasag,Energieversorgers Gasag,LOC,0.00000000,1.00000000,de,1.00000000,,0,,,,,,
Unfallchirurgen,Unfallchirurgen,LOC,-0.85000000,0.00000000,de,1.00000000,,0,,,,,,
Orthopäden,Orthopäden,LOC,-0.85000000,0.00000000,de,1.00000000,,0,,,,,,
Spiegelglatte,Spiegelglatte,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Fünf-Minuten-Weg,Fünf-Minuten-Weg,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
tiefwinterlich,tiefwinterlich,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Regensburg,Regensburg,LOC,0.00000000,0.00000000,de,1.00000000,4048989-9,2849483,P,49.01513000,12.10161000,EUROPE,Germany,WCE
Stürzens</li><li,Stürzens</li><li,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Folge</li><li,Folge</li><li,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Gehwegen,Gehwegen,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
A3,A3,LOC,0.00000000,0.00000000,de,1.00000000,,7628316,A,56.65139000,23.92806000,EUROPE,Latvia,WCE
Schneechaos,Schneechaos,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Oberpfalz sta,Oberpfalz sta,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Heizölpreise,Heizölpreise,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Gefährliche Glätte,Gefährliche Glätte,LOC,-0.50000000,0.50000000,de,1.00000000,,0,,,,,,
Mittelfranken,Mittelfranken,LOC,0.00000000,0.00000000,de,1.00000000,4039681-2,2870736,A,49.33333000,10.83333000,EUROPE,Germany,WCE
gefrierenden Regen,gefrierenden Regen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schnee“,Schnee“,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Befürchtetes Glättechaos,Befürchtetes Glättechaos,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Magdeburg/Halle,Magdeburg/Halle,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
DeutschlandsGlatte,DeutschlandsGlatte,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Di…,Di…,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Jever,Jever,LOC,-0.70000000,0.00000000,de,1.00000000,4028611-3,2894897,P,53.57343000,7.90039000,EUROPE,Germany,NEU
Cuxhaven,Cuxhaven,LOC,-0.70000000,0.00000000,de,1.00000000,4010793-0,2939658,P,53.86828000,8.69902000,EUROPE,Germany,NEU
Polizeidienststellen,Polizeidienststellen,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Morgenstunden,Morgenstunden,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Ulm,Ulm,LOC,0.00000000,0.00000000,de,1.00000000,4061529-7,2820256,P,48.39841000,9.99155000,EUROPE,Germany,WCE
Samstagabend,Samstagabend,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Oberpfälzer Wald,Oberpfälzer Wald,LOC,0.00000000,0.00000000,de,1.00000000,4042959-3,2859443,T,49.40062000,12.49480000,EUROPE,Germany,WCE
Salzburgs,Salzburgs,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Notquartiere,Notquartiere,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Hessen Offenbach,Hessen Offenbach,LOC,-1.00000000,0.00000000,de,1.00000000,4043359-6,2857807,P,50.10061000,8.76647000,EUROPE,Germany,WCE
Falschparkens,Falschparkens,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
sch…,sch…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Celsius,Celsius,LOC,0.00000000,0.00000000,de,1.00000000,,3424134,T,73.11667000,-23.25000000,POLAR,Greenland,GIC
Illinois,Illinois,LOC,0.00000000,0.00000000,de,1.00000000,4109206-5,4896861,A,40.00032000,-89.25037000,NORTH-AMERICA,United States,ENA
Polarwirbel,Polarwirbel,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Amtsgerichts München,Amtsgerichts München,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Schmerzensgeld,Schmerzensgeld,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Och,Och,LOC,0.00000000,0.00000000,de,1.00000000,4204803-5,1527534,P,40.52828000,72.79850000,ASIA,Kyrgyzstan,WCA
SZ,SZ,LOC,0.00000000,0.00000000,de,1.00000000,4000695-5,6255146,L,7.18810000,21.09375000,AFRICA,Central African Republic,CAF
Berchtesgaden,Berchtesgaden,LOC,0.00000000,0.00000000,de,1.00000000,4005574-7,2950881,P,47.63236000,13.00187000,EUROPE,Germany,WCE
Aschaffenburg,Aschaffenburg,LOC,0.00000000,0.00000000,de,1.00000000,4003191-3,2955272,P,49.97704000,9.15214000,EUROPE,Germany,WCE
Alpengebiet,Alpengebiet,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Balearen,Balearen,LOC,0.00000000,0.00000000,de,1.00000000,4115833-7,2512989,P,39.56939000,2.65024000,EUROPE-AFRICA,Spain,MED
GIeßen,GIeßen,LOC,0.00000000,0.00000000,de,1.00000000,4020989-1,2920512,P,50.58727000,8.67554000,EUROPE,Germany,WCE
Poseck,Poseck,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Tennengau,Tennengau,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Steilufer,Steilufer,LOC,-1.00000000,0.00000000,de,1.00000000,,0,,,,,,
Rügen,Rügen,LOC,-0.90000000,0.00000000,de,1.00000000,4050875-4,2843325,T,54.41667000,13.40000000,EUROPE,Germany,NEU
Fichtelberg …,Fichtelberg …,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Sturmböen an der Nordsee,Sturmböen an der Nordsee,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Alpenrand,Alpenrand,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
besond…,besond…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Glatteisrisiko,Glatteisrisiko,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Offenbach vorhers…,Offenbach vorhers…,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Garmisch-Partenkirchen,Garmisch-Partenkirchen,LOC,0.50000000,0.50000000,de,1.00000000,4019275-1,2922530,P,47.49209000,11.09576000,EUROPE,Germany,WCE
Fahrbahn,Fahrbahn,LOC,0.70000000,0.00000000,de,1.00000000,,0,,,,,,
Saalfelden,Saalfelden,LOC,0.00000000,0.00000000,de,1.00000000,4051088-8,2766922,P,47.42681000,12.84800000,EUROPE,Austria,WCE
Bischofshofen,Bischofshofen,LOC,0.00000000,0.00000000,de,1.00000000,4225515-6,2781735,P,47.41667000,13.21667000,EUROPE,Austria,WCE
B311,B311,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Pinzgauer Straße,Pinzgauer Straße,LOC,0.00000000,0.00000000,de,1.00000000,,0,,,,,,
Eisflächen,Eisflächen,LOC,-0.70000000,0.00000000,de,1.00000000,,0,,,,,,
